epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,221.65,0.76293,0.4327,0.93874,0.89783,0.82553,0.90518,0.52607,1.58517,0.78897,1.37557,0.0009308,0.0009308,0.0009308
29,228.913,0.7653,0.44097,0.9572,0.9115,0.8766,0.92367,0.53334,1.54736,0.73869,1.32973,0.0008912,0.0008912,0.0008912
30,236.204,0.79389,0.44774,0.96721,0.88547,0.89362,0.90281,0.51273,1.59319,0.76661,1.35865,0.0008516,0.0008516,0.0008516
31,243.433,0.75586,0.4236,0.94467,0.86894,0.89362,0.91731,0.52999,1.61236,0.75694,1.39502,0.000812,0.000812,0.000812
32,250.748,0.75403,0.41948,0.94658,0.86342,0.86809,0.91489,0.52664,1.57876,0.7694,1.36936,0.0007724,0.0007724,0.0007724
33,258.116,0.73754,0.42093,0.93466,0.91701,0.8464,0.91604,0.52535,1.588,0.75633,1.37319,0.0007328,0.0007328,0.0007328
34,265.493,0.73543,0.41403,0.94232,0.87479,0.88936,0.9234,0.53054,1.55467,0.74004,1.34586,0.0006932,0.0006932,0.0006932
35,272.709,0.738,0.411,0.93356,0.92271,0.85532,0.92425,0.54829,1.55097,0.73674,1.3407,0.0006536,0.0006536,0.0006536
36,280.273,0.72262,0.39499,0.93498,0.91098,0.88936,0.92683,0.54026,1.54658,0.73753,1.33552,0.000614,0.000614,0.000614
37,287.556,0.72379,0.41294,0.93379,0.875,0.89361,0.91754,0.53461,1.5726,0.73002,1.35801,0.0005744,0.0005744,0.0005744
38,294.765,0.7168,0.40866,0.93066,0.87093,0.87234,0.91163,0.52856,1.58013,0.75169,1.36729,0.0005348,0.0005348,0.0005348
39,302.102,0.70444,0.39168,0.93223,0.9029,0.85106,0.91595,0.52691,1.55444,0.76297,1.34817,0.0004952,0.0004952,0.0004952
40,309.306,0.70134,0.38399,0.92511,0.89803,0.86383,0.92746,0.53454,1.54403,0.74518,1.32976,0.0004556,0.0004556,0.0004556
41,356.633,0.65085,0.33993,0.88266,0.88229,0.86116,0.91062,0.52741,1.55392,0.77258,1.37997,0.000416,0.000416,0.000416
42,363.646,0.65463,0.33696,0.8845,0.90071,0.84928,0.91811,0.53345,1.53026,0.7656,1.35581,0.0003764,0.0003764,0.0003764
43,370.608,0.6096,0.31341,0.87838,0.88182,0.86383,0.91776,0.5361,1.53212,0.76748,1.35799,0.0003368,0.0003368,0.0003368
44,377.671,0.63464,0.32471,0.88012,0.92577,0.84681,0.92584,0.54237,1.53673,0.74539,1.35712,0.0002972,0.0002972,0.0002972
45,384.748,0.61106,0.31286,0.87346,0.91782,0.85548,0.9331,0.54059,1.54558,0.76634,1.34849,0.0002576,0.0002576,0.0002576
46,391.876,0.61264,0.31283,0.87253,0.89991,0.87234,0.92978,0.54163,1.55214,0.77375,1.35302,0.000218,0.000218,0.000218
47,399.499,0.61574,0.30864,0.87058,0.92864,0.85532,0.93001,0.54409,1.54546,0.74266,1.37174,0.0001784,0.0001784,0.0001784
48,407.328,0.59034,0.30047,0.85611,0.91303,0.86383,0.92812,0.54663,1.53883,0.73469,1.36038,0.0001388,0.0001388,0.0001388
49,414.524,0.5747,0.29765,0.86664,0.88241,0.88936,0.92554,0.54227,1.54533,0.73056,1.36456,9.92e-05,9.92e-05,9.92e-05
50,421.731,0.5985,0.30064,0.87435,0.92834,0.85957,0.92949,0.54971,1.53745,0.72543,1.36525,5.96e-05,5.96e-05,5.96e-05
