epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,181.397,0.86309,0.48861,0.98229,0.89837,0.86809,0.92852,0.54066,1.53717,0.74496,1.27398,0.0011684,0.0011684,0.0011684
23,189.404,0.83325,0.46315,0.9834,0.88416,0.8769,0.9142,0.52397,1.59274,0.73211,1.35715,0.0011288,0.0011288,0.0011288
24,197.521,0.81321,0.45181,0.97733,0.8916,0.87502,0.91572,0.51911,1.58241,0.71818,1.3354,0.0010892,0.0010892,0.0010892
25,205.722,0.81948,0.46049,0.97854,0.90709,0.85106,0.91661,0.52194,1.55771,0.78167,1.33341,0.0010496,0.0010496,0.0010496
26,214.156,0.8119,0.47235,0.96878,0.91112,0.82979,0.90791,0.51833,1.53995,0.76453,1.31066,0.00101,0.00101,0.00101
27,222.248,0.81765,0.46019,0.96718,0.90423,0.88386,0.92709,0.5139,1.57191,0.74881,1.30897,0.0009704,0.0009704,0.0009704
28,230.368,0.80848,0.44866,0.96161,0.91325,0.88511,0.93226,0.52818,1.57679,0.70863,1.33599,0.0009308,0.0009308,0.0009308
29,238.381,0.8046,0.45248,0.95879,0.89529,0.88085,0.92526,0.52398,1.5874,0.74894,1.36237,0.0008912,0.0008912,0.0008912
30,246.462,0.81347,0.45239,0.97332,0.9223,0.85869,0.92078,0.52399,1.57008,0.77598,1.34037,0.0008516,0.0008516,0.0008516
31,254.438,0.79199,0.44584,0.95236,0.87753,0.88936,0.92879,0.5307,1.54435,0.75331,1.32217,0.000812,0.000812,0.000812
32,262.749,0.80792,0.44514,0.96953,0.9192,0.8766,0.93633,0.542,1.55933,0.69207,1.35156,0.0007724,0.0007724,0.0007724
33,270.787,0.77579,0.43225,0.95745,0.8743,0.88085,0.91417,0.54465,1.56686,0.73613,1.35169,0.0007328,0.0007328,0.0007328
34,278.888,0.77196,0.42078,0.94907,0.92024,0.87234,0.9307,0.54057,1.53358,0.69397,1.29925,0.0006932,0.0006932,0.0006932
35,286.859,0.77331,0.42264,0.95191,0.86278,0.90967,0.92067,0.53516,1.53218,0.72341,1.3022,0.0006536,0.0006536,0.0006536
36,294.918,0.7525,0.41348,0.93556,0.8925,0.90213,0.93561,0.52431,1.57024,0.73168,1.32194,0.000614,0.000614,0.000614
37,302.907,0.74766,0.41831,0.94317,0.88599,0.89287,0.91675,0.53486,1.52707,0.70772,1.32844,0.0005744,0.0005744,0.0005744
38,310.922,0.73455,0.4187,0.94704,0.94004,0.86383,0.91788,0.53541,1.54628,0.71622,1.30741,0.0005348,0.0005348,0.0005348
39,319.342,0.74406,0.41648,0.93918,0.91385,0.8766,0.91975,0.53416,1.53254,0.71905,1.3037,0.0004952,0.0004952,0.0004952
40,327.807,0.73392,0.40121,0.92535,0.91342,0.8766,0.9296,0.54687,1.5257,0.7051,1.31939,0.0004556,0.0004556,0.0004556
41,378.136,0.70449,0.36093,0.89606,0.91586,0.83375,0.90979,0.50866,1.61295,0.78341,1.37519,0.000416,0.000416,0.000416
42,386.042,0.68978,0.35887,0.9026,0.90638,0.89787,0.92243,0.52168,1.56671,0.72411,1.37176,0.0003764,0.0003764,0.0003764
43,394.028,0.65592,0.33407,0.88921,0.90425,0.84388,0.91163,0.5354,1.53396,0.7812,1.3373,0.0003368,0.0003368,0.0003368
44,401.885,0.64758,0.33203,0.88722,0.92189,0.85377,0.91936,0.53976,1.52842,0.71387,1.3223,0.0002972,0.0002972,0.0002972
45,410.029,0.64472,0.32626,0.8824,0.93034,0.85253,0.92145,0.54331,1.5186,0.72571,1.30617,0.0002576,0.0002576,0.0002576
46,417.994,0.65081,0.32759,0.89043,0.90754,0.86809,0.91561,0.53595,1.53475,0.72754,1.31442,0.000218,0.000218,0.000218
47,425.946,0.62653,0.31866,0.87463,0.91658,0.88839,0.92009,0.54483,1.53177,0.72064,1.32272,0.0001784,0.0001784,0.0001784
48,434.394,0.60643,0.31955,0.87694,0.89645,0.88411,0.9192,0.53647,1.53843,0.7103,1.33707,0.0001388,0.0001388,0.0001388
49,442.381,0.62246,0.31355,0.87228,0.89179,0.87677,0.91584,0.53526,1.53976,0.72573,1.33306,9.92e-05,9.92e-05,9.92e-05
50,450.346,0.60208,0.31446,0.87164,0.90338,0.87526,0.91512,0.53924,1.5377,0.72835,1.33772,5.96e-05,5.96e-05,5.96e-05
