epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,386.766,0.79493,0.43654,0.95919,0.88584,0.84255,0.91063,0.53006,1.59602,0.78915,1.35294,0.0005744,0.0005744,0.0005744
38,396.907,0.78903,0.43701,0.95868,0.89569,0.89787,0.92614,0.52585,1.57137,0.74799,1.34499,0.0005348,0.0005348,0.0005348
39,407.357,0.75813,0.42041,0.95516,0.88385,0.87433,0.9187,0.53144,1.55087,0.734,1.33097,0.0004952,0.0004952,0.0004952
40,417.64,0.7571,0.43349,0.95717,0.89355,0.89303,0.93252,0.53541,1.54059,0.74045,1.3352,0.0004556,0.0004556,0.0004556
41,468.938,0.73874,0.38137,0.92421,0.92145,0.85532,0.92646,0.53957,1.5311,0.7305,1.32922,0.000416,0.000416,0.000416
42,478.906,0.70456,0.36005,0.90067,0.90247,0.87234,0.91987,0.5336,1.53242,0.72047,1.32813,0.0003764,0.0003764,0.0003764
43,488.75,0.68984,0.35628,0.90635,0.88243,0.89431,0.92119,0.53847,1.54649,0.72211,1.34898,0.0003368,0.0003368,0.0003368
44,498.672,0.67083,0.34849,0.89283,0.90688,0.89787,0.92791,0.54038,1.5156,0.716,1.31532,0.0002972,0.0002972,0.0002972
45,508.719,0.68913,0.3444,0.89238,0.9016,0.88936,0.92425,0.54627,1.51953,0.72125,1.32138,0.0002576,0.0002576,0.0002576
46,518.865,0.67945,0.33746,0.90144,0.90599,0.89787,0.93771,0.54674,1.52357,0.72981,1.3218,0.000218,0.000218,0.000218
47,529,0.68652,0.33658,0.91218,0.9067,0.88936,0.93099,0.53547,1.53739,0.74224,1.32442,0.0001784,0.0001784,0.0001784
48,539.29,0.66578,0.33548,0.89022,0.89996,0.88047,0.92268,0.53743,1.53239,0.72567,1.32228,0.0001388,0.0001388,0.0001388
49,549.168,0.65545,0.32485,0.89265,0.91924,0.87234,0.92752,0.54698,1.52821,0.71078,1.3197,9.92e-05,9.92e-05,9.92e-05
50,559.279,0.66517,0.33449,0.89757,0.91139,0.87537,0.92907,0.54793,1.52114,0.70801,1.3195,5.96e-05,5.96e-05,5.96e-05
