epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,382.669,0.77237,0.38713,0.92421,0.91377,0.85676,0.91923,0.52109,1.57375,0.74319,1.3404,0.000416,0.000416,0.000416
42,390.467,0.75531,0.38097,0.93542,0.9236,0.88085,0.91842,0.52678,1.58192,0.71234,1.34424,0.0003764,0.0003764,0.0003764
43,398.305,0.72138,0.36228,0.92293,0.93272,0.85106,0.91164,0.53423,1.56709,0.72245,1.33489,0.0003368,0.0003368,0.0003368
44,406.229,0.72509,0.36028,0.92277,0.90911,0.87234,0.91764,0.53646,1.56421,0.70144,1.34028,0.0002972,0.0002972,0.0002972
45,414.189,0.71866,0.35413,0.91067,0.89338,0.86383,0.91295,0.5364,1.54164,0.70717,1.31123,0.0002576,0.0002576,0.0002576
46,422.158,0.72048,0.35429,0.92113,0.89331,0.89787,0.92326,0.53297,1.54991,0.68166,1.31641,0.000218,0.000218,0.000218
47,430.085,0.71066,0.3547,0.90994,0.92441,0.87234,0.9234,0.53522,1.55033,0.69555,1.33148,0.0001784,0.0001784,0.0001784
48,438.036,0.68412,0.34967,0.91013,0.92299,0.88511,0.92524,0.53265,1.54949,0.7063,1.32994,0.0001388,0.0001388,0.0001388
49,446.078,0.69759,0.3409,0.89999,0.92022,0.88355,0.92491,0.53122,1.56806,0.70945,1.34498,9.92e-05,9.92e-05,9.92e-05
50,453.991,0.68203,0.34642,0.90724,0.92167,0.88936,0.91681,0.53602,1.55164,0.69273,1.33349,5.96e-05,5.96e-05,5.96e-05
