epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,148.736,1.43566,1.04584,1.28692,0.80799,0.84162,0.8805,0.46947,1.55835,1.03506,1.24556,0.0014852,0.0014852,0.0014852
15,158.863,1.4037,1.04353,1.25577,0.81062,0.85957,0.88432,0.46124,1.56072,0.95426,1.26636,0.0014456,0.0014456,0.0014456
16,168.856,1.38145,0.98272,1.24457,0.87922,0.80537,0.89792,0.45486,1.59491,0.99049,1.25343,0.001406,0.001406,0.001406
17,178.858,1.42567,1.03825,1.28481,0.81028,0.79966,0.83457,0.44948,1.57478,1.18218,1.26347,0.0013664,0.0013664,0.0013664
18,188.932,1.35407,0.98523,1.25619,0.86115,0.78723,0.85367,0.4649,1.59056,1.00558,1.24697,0.0013268,0.0013268,0.0013268
19,199.038,1.42513,0.98513,1.27494,0.78923,0.71706,0.8217,0.45315,1.52184,1.04793,1.23681,0.0012872,0.0012872,0.0012872
20,209.462,1.37058,0.94375,1.25851,0.8025,0.86809,0.88327,0.4672,1.54916,0.94525,1.2466,0.0012476,0.0012476,0.0012476
21,219.893,1.34895,0.90932,1.2168,0.88083,0.86809,0.90794,0.49503,1.53417,0.95685,1.24462,0.001208,0.001208,0.001208
22,230.195,1.34665,0.86934,1.22877,0.89911,0.77872,0.88448,0.4962,1.48851,0.96844,1.21478,0.0011684,0.0011684,0.0011684
23,240.684,1.31513,0.83174,1.20409,0.87687,0.81702,0.89343,0.49313,1.50574,0.9549,1.21948,0.0011288,0.0011288,0.0011288
24,250.768,1.30683,0.85035,1.20363,0.7969,0.81812,0.86558,0.46598,1.53998,1.02216,1.24243,0.0010892,0.0010892,0.0010892
25,260.757,1.28501,0.82039,1.19901,0.85517,0.85106,0.90983,0.50368,1.48539,0.88601,1.21557,0.0010496,0.0010496,0.0010496
26,270.884,1.28619,0.81214,1.1851,0.88369,0.87234,0.92666,0.51466,1.48575,0.83539,1.21753,0.00101,0.00101,0.00101
27,280.986,1.26598,0.79131,1.18156,0.86394,0.8376,0.90482,0.48724,1.58605,0.89366,1.28201,0.0009704,0.0009704,0.0009704
28,291.515,1.28585,0.78599,1.18059,0.88037,0.81419,0.89429,0.48498,1.58119,0.88692,1.2679,0.0009308,0.0009308,0.0009308
29,301.857,1.21743,0.76795,1.1714,0.86763,0.8383,0.90316,0.49447,1.57362,0.84807,1.26803,0.0008912,0.0008912,0.0008912
30,311.856,1.23807,0.76097,1.17184,0.84875,0.85532,0.91025,0.50609,1.51328,0.88093,1.22153,0.0008516,0.0008516,0.0008516
31,322.004,1.24733,0.75323,1.16502,0.88404,0.8383,0.92128,0.49824,1.55679,0.8215,1.2539,0.000812,0.000812,0.000812
32,332.477,1.21619,0.7286,1.1559,0.89917,0.82979,0.90594,0.48918,1.58312,0.84613,1.28703,0.0007724,0.0007724,0.0007724
33,342.485,1.21166,0.72614,1.15482,0.87797,0.85957,0.89972,0.48391,1.57472,0.82517,1.27003,0.0007328,0.0007328,0.0007328
34,352.595,1.17959,0.71882,1.14052,0.86526,0.85532,0.91919,0.50231,1.56993,0.8038,1.25156,0.0006932,0.0006932,0.0006932
35,362.709,1.19745,0.70026,1.15375,0.88642,0.8766,0.92303,0.50059,1.52381,0.8081,1.22718,0.0006536,0.0006536,0.0006536
36,372.95,1.18673,0.68989,1.14068,0.87842,0.86082,0.91444,0.5007,1.5825,0.81374,1.29869,0.000614,0.000614,0.000614
37,383.279,1.17317,0.68441,1.12973,0.87961,0.87058,0.92599,0.50185,1.54807,0.80976,1.26523,0.0005744,0.0005744,0.0005744
38,393.298,1.17769,0.68578,1.11902,0.85501,0.9034,0.92344,0.50339,1.53742,0.80115,1.24957,0.0005348,0.0005348,0.0005348
39,403.395,1.13331,0.64486,1.12768,0.87712,0.89362,0.91845,0.50785,1.53953,0.79296,1.25463,0.0004952,0.0004952,0.0004952
40,413.472,1.15103,0.66444,1.12531,0.85395,0.89362,0.91244,0.51931,1.52185,0.78723,1.22511,0.0004556,0.0004556,0.0004556
41,464.293,1.0996,0.60385,1.09445,0.8722,0.84681,0.89824,0.50222,1.55941,0.79588,1.27375,0.000416,0.000416,0.000416
42,474.128,1.07749,0.55942,1.08249,0.89053,0.8654,0.90993,0.50848,1.55361,0.77394,1.2655,0.0003764,0.0003764,0.0003764
43,484.037,1.04395,0.54481,1.07255,0.90549,0.8766,0.92532,0.51395,1.56411,0.75538,1.26037,0.0003368,0.0003368,0.0003368
44,494.07,1.04404,0.53746,1.07121,0.91738,0.84681,0.92828,0.52473,1.52846,0.76023,1.2458,0.0002972,0.0002972,0.0002972
45,503.994,1.06337,0.52866,1.06541,0.88857,0.86383,0.92982,0.51893,1.50904,0.77175,1.23625,0.0002576,0.0002576,0.0002576
46,514.26,1.02193,0.51061,1.06467,0.89985,0.86809,0.93089,0.52351,1.52098,0.75623,1.24242,0.000218,0.000218,0.000218
47,524.229,1.02317,0.51011,1.06277,0.86873,0.90638,0.93449,0.53316,1.50262,0.74577,1.23335,0.0001784,0.0001784,0.0001784
48,534.09,0.98897,0.49353,1.03929,0.90463,0.88797,0.93161,0.52997,1.48856,0.74885,1.23308,0.0001388,0.0001388,0.0001388
49,544.022,0.99571,0.49556,1.04673,0.8948,0.87234,0.93363,0.53775,1.49281,0.75651,1.22462,9.92e-05,9.92e-05,9.92e-05
50,554.422,0.97128,0.48919,1.04099,0.88299,0.89913,0.93451,0.53204,1.48267,0.75469,1.22048,5.96e-05,5.96e-05,5.96e-05
