epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,232.011,1.00551,0.57218,1.05923,0.88685,0.88085,0.93358,0.53395,1.57094,0.7431,1.30152,0.0011684,0.0011684,0.0011684
23,244.132,0.98118,0.55662,1.0484,0.88503,0.90213,0.92826,0.52273,1.5306,0.74336,1.29122,0.0011288,0.0011288,0.0011288
24,254.958,0.97668,0.55069,1.0387,0.84918,0.8766,0.91449,0.51012,1.54646,0.76563,1.29525,0.0010892,0.0010892,0.0010892
25,266.496,0.96665,0.54542,1.0343,0.88236,0.88511,0.92609,0.52269,1.54116,0.73748,1.29783,0.0010496,0.0010496,0.0010496
26,277.115,0.95644,0.54398,1.0223,0.87202,0.86981,0.914,0.52204,1.57681,0.77158,1.32599,0.00101,0.00101,0.00101
27,287.223,0.93401,0.5298,1.01662,0.91102,0.87138,0.92152,0.51601,1.58164,0.75172,1.31969,0.0009704,0.0009704,0.0009704
28,297.667,0.9777,0.53989,1.03128,0.86741,0.89087,0.9344,0.52252,1.57295,0.74013,1.30057,0.0009308,0.0009308,0.0009308
29,307.708,0.92501,0.5236,1.02755,0.88942,0.89362,0.92884,0.53868,1.53853,0.71696,1.28023,0.0008912,0.0008912,0.0008912
30,317.602,0.91747,0.51227,1.01434,0.89702,0.85254,0.91695,0.52218,1.55949,0.77064,1.29873,0.0008516,0.0008516,0.0008516
31,327.871,0.94896,0.52729,1.02836,0.8614,0.92566,0.94257,0.53138,1.54934,0.7265,1.30383,0.000812,0.000812,0.000812
32,338.304,0.93627,0.51412,1.02917,0.909,0.89265,0.94041,0.53166,1.5572,0.71682,1.30914,0.0007724,0.0007724,0.0007724
33,348.613,0.92388,0.51973,1.01476,0.88537,0.8874,0.93467,0.52098,1.55025,0.71515,1.28933,0.0007328,0.0007328,0.0007328
34,358.857,0.89579,0.50139,1.0075,0.88471,0.91435,0.94045,0.53731,1.56183,0.70433,1.30417,0.0006932,0.0006932,0.0006932
35,369.176,0.90895,0.49965,1.01729,0.89984,0.88936,0.92421,0.51951,1.59058,0.7326,1.30624,0.0006536,0.0006536,0.0006536
36,379.18,0.91106,0.4868,1.0077,0.90354,0.88936,0.93129,0.50938,1.62391,0.72346,1.32335,0.000614,0.000614,0.000614
37,389.476,0.88444,0.48124,0.99324,0.90255,0.86703,0.92292,0.52546,1.59388,0.72025,1.33162,0.0005744,0.0005744,0.0005744
38,399.885,0.88609,0.48171,0.99723,0.9012,0.89278,0.91999,0.51303,1.58823,0.74545,1.3339,0.0005348,0.0005348,0.0005348
39,410.212,0.85695,0.46915,0.99253,0.89646,0.88511,0.91918,0.51255,1.56236,0.72842,1.30319,0.0004952,0.0004952,0.0004952
40,420.608,0.86311,0.48094,0.99522,0.92201,0.88936,0.9426,0.53199,1.56546,0.71419,1.33243,0.0004556,0.0004556,0.0004556
41,471.896,0.82087,0.42042,0.95755,0.89903,0.87146,0.913,0.51411,1.57283,0.7333,1.33102,0.000416,0.000416,0.000416
42,482.944,0.80845,0.40176,0.93926,0.90505,0.85177,0.91434,0.52733,1.56538,0.72185,1.31738,0.0003764,0.0003764,0.0003764
43,493.54,0.78827,0.39743,0.94557,0.91664,0.84223,0.91031,0.52075,1.56952,0.73573,1.32986,0.0003368,0.0003368,0.0003368
44,504.504,0.77863,0.38718,0.93417,0.91239,0.88636,0.92754,0.53415,1.5398,0.69527,1.31329,0.0002972,0.0002972,0.0002972
45,514.894,0.78046,0.38224,0.92933,0.90654,0.88936,0.92369,0.54664,1.54281,0.69771,1.30037,0.0002576,0.0002576,0.0002576
46,525.029,0.75924,0.3726,0.93458,0.91998,0.88066,0.92595,0.53996,1.53931,0.70305,1.29431,0.000218,0.000218,0.000218
47,535.139,0.77591,0.37148,0.94638,0.92723,0.86757,0.92867,0.53414,1.54014,0.7106,1.31217,0.0001784,0.0001784,0.0001784
48,545.826,0.74974,0.3691,0.92687,0.91921,0.87147,0.93182,0.53917,1.53058,0.70031,1.31079,0.0001388,0.0001388,0.0001388
49,555.817,0.73978,0.35472,0.92797,0.90995,0.88511,0.92942,0.54342,1.52531,0.69736,1.31132,9.92e-05,9.92e-05,9.92e-05
50,566.111,0.75215,0.36703,0.93129,0.92192,0.86809,0.92974,0.54224,1.52431,0.68789,1.30865,5.96e-05,5.96e-05,5.96e-05
